object_type,altitude_km,size_category,mass_kg,orbital_period_hours,inclination_deg
spacecraft,675.7891754706984,large,1494.350729477502,1.6352923215971802,51.54384965039316
spacecraft,300.0,large,4191.4978202545035,1.5062424766055316,31.395435979117227
spacecraft,504.7101733027275,large,865.6351134982635,1.5761038234629299,160.9492542352688
spacecraft,515.488100465336,large,1848.6284048189061,1.5798111759468025,21.006945227593402
spacecraft,300.0,large,4405.424504166632,1.5062424766055316,178.3810444557875
spacecraft,644.43074742203,large,3763.393592941617,1.624388822854367,30.022250535998904
spacecraft,706.7459272724881,large,2559.0936657866087,1.646079978374125,14.481422042444077
spacecraft,538.9535648382789,large,804.4849612760927,1.5878927765997375,68.90493935532695
spacecraft,462.8534186554989,large,1913.5655747060136,1.5617336523390588,38.9994506810114
spacecraft,366.53941472229457,large,4660.078310915429,1.5288344416972952,121.6586846708752
spacecraft,606.2162994563188,large,5483.4786695599005,1.6111343598878622,78.62347639173535
spacecraft,620.7615572588954,large,2494.909765918161,1.616175032125023,161.11761424007545
spacecraft,536.4107233460409,large,103.72996490998155,1.5870163478134656,173.3314274938069
spacecraft,418.48389872409035,large,3182.577486449007,1.5465487838926555,97.03520158272602
spacecraft,582.3706685050086,large,5510.359411333515,1.6028819989600498,163.3356566792164
spacecraft,460.49321608710363,large,457.5427467747881,1.560924660118663,88.3300305773711
spacecraft,755.3575583837466,large,1009.8569371397748,1.6630675631267784,74.75282131701147
spacecraft,553.0200746294086,large,953.7281250862466,1.5927439248520592,152.95298353657276
spacecraft,437.1786148587354,large,3367.7055719339473,1.5529407683584966,26.937806111576002
spacecraft,518.5984774141549,large,5593.263907394688,1.5808816119220663,87.92201900447402
spacecraft,487.44818746669625,large,3473.13151425437,1.5701721601286853,13.552856686725692
spacecraft,460.6675878304802,large,4622.875509508295,1.560984423676018,77.33331217453583
spacecraft,300.0,large,4556.3636294280095,1.5062424766055316,46.944667833815195
spacecraft,362.25212168053844,large,3338.6772843806793,1.5273754108771684,39.10060400692038
spacecraft,566.9898232201167,large,377.241497530586,1.5975665822999972,35.036904532449476
spacecraft,562.7733786871296,large,1912.857678755044,1.5961104629801266,37.65625269576892
spacecraft,300.0,large,704.9226943387424,1.5062424766055316,91.53297048051917
spacecraft,300.0,large,3048.3666752347444,1.5062424766055316,77.95882238908756
spacecraft,570.984622560342,large,1279.931553662019,1.598946566271807,84.84647949855301
spacecraft,486.1498120610549,large,3258.1607702676733,1.5697263064083355,36.0934058876362
spacecraft,374.0870002289406,large,5238.2313018453615,1.5314041275150012,48.86385088944255
spacecraft,300.0,large,3280.0599161626305,1.5062424766055316,2.2014728517804416
spacecraft,417.8540342829208,large,5340.863219166132,1.546333577514522,35.678373546662364
spacecraft,707.4656183754777,large,3418.3798468935197,1.6463310539091076,141.60132329088327
spacecraft,898.1672992746783,large,2967.1253074040114,1.713308131404118,116.54686914345544
spacecraft,745.2369659453165,large,1900.8250796444463,1.659526079624804,105.34002002999728
spacecraft,848.384238216205,large,3881.2710390175257,1.6957378543658177,142.41178981686292
spacecraft,670.9068564365571,large,5757.1551448711525,1.6335931145785818,173.87214194089483
spacecraft,366.8788828567098,large,3283.760642719341,1.528949987688428,169.53509337467733
spacecraft,830.1954458324672,large,4093.0087827484795,1.6893334324172835,179.6356462831257
spacecraft,526.8700683511996,large,4165.824583770141,1.5837294549696503,145.1468731697378
spacecraft,627.7843481267168,large,1435.251700819625,1.6186106648609524,113.92136235882764
spacecraft,634.3716382598095,large,1845.6290307658855,1.6208963689162104,156.48939150351788
spacecraft,300.0,large,1980.094689899665,1.5062424766055316,48.76615624492133
spacecraft,438.8734768941769,large,2184.254449841456,1.553520699710353,143.36476315574075
spacecraft,336.4120230636036,large,622.387912555357,1.5185914740165183,150.77875400270568
spacecraft,369.92785547225526,large,5293.826061107686,1.5299879079426444,66.95183993984048
spacecraft,300.0,large,3456.2855201338925,1.5062424766055316,98.0575064512938
spacecraft,668.9187182087761,large,4173.098901431185,1.6329013460554251,163.90525148057316
spacecraft,911.7264429032256,large,5546.731052727746,1.7181041045622378,37.13594556076564
spacecraft,603.1750711635834,large,5232.23059292172,1.6100810830761163,80.72570581066525
spacecraft,656.4334177479961,large,5895.565757703991,1.6285593452034473,42.016742697829834
spacecraft,636.9986613361297,large,2192.3576319829526,1.6218082116195605,72.4755437044426
spacecraft,801.3471584336647,large,158.42016640772576,1.679192296244004,62.178990484691234
spacecraft,396.4855644828209,large,2858.615053860555,1.5390385096021137,11.637258493613032
spacecraft,604.6437568546002,large,5687.780306111272,1.6105897082930347,65.85305939961894
spacecraft,300.0,large,5215.8532183172465,1.5062424766055316,43.092195521480775
spacecraft,563.7580198665804,large,2763.376854517795,1.59645046224082,122.23724108177042
spacecraft,710.9006347663544,large,3229.5058412627595,1.6475295891184072,64.6370414177554
spacecraft,493.0645348886622,large,4304.718823097189,1.5721012636064318,105.53235013550002
spacecraft,657.7698493630934,large,4584.073604183918,1.6290239305376997,59.25367401406851
spacecraft,382.0574846455623,large,4687.491250332637,1.5341193566678395,163.0393844235849
spacecraft,300.0,large,4946.731084226971,1.5062424766055316,62.265593397814484
spacecraft,540.0048199161943,large,4165.6716710087485,1.5882551546859716,66.85084831157137
spacecraft,546.9165822450943,large,2416.52536794003,1.59063839417581,33.278516464618356
spacecraft,621.1201317177898,large,4580.770099797313,1.6162993627060245,107.25015653618513
spacecraft,303.07394556098825,large,120.5831904554375,1.5072836939747243,104.37031997512183
spacecraft,756.469912836398,large,137.79636967624407,1.663456961100529,154.34983615015688
spacecraft,621.0256003801843,large,673.8879476967578,1.6162665850031046,114.15641730805432
spacecraft,530.9285835340804,large,2581.594722175728,1.5851273941891584,132.64151157508152
spacecraft,300.0,large,499.29587180914206,1.5062424766055316,98.0437137347253
spacecraft,611.033312023822,large,2527.7761600511953,1.6128031186334173,114.44986546467257
spacecraft,300.0,large,5531.346825284138,1.5062424766055316,60.67803705466315
spacecraft,496.4243217386752,large,4605.888212397813,1.5732556608477044,87.90311545210065
spacecraft,408.38719453790577,large,1947.4829736042502,1.543100236318046,28.19052838201125
spacecraft,513.3385952999055,large,4918.152943917138,1.579071565153994,55.42634583658965
spacecraft,300.0,large,1816.978434217857,1.5062424766055316,122.20958034061648
spacecraft,871.2238082444065,large,5337.173087968235,1.7037912848240317,69.88371696715035
spacecraft,561.6537941872696,large,3983.505709097351,1.5957238967557104,86.04679072170435
spacecraft,423.50562853046443,large,136.8654924704361,1.548264920080732,64.54875222585788
spacecraft,300.0,large,5873.4926126095,1.5062424766055316,103.35614156847069
spacecraft,519.2774903835009,large,5359.373179787448,1.5811153263182922,50.186382790288945
spacecraft,634.0148069283919,large,3794.997424491735,1.6207725255413148,127.65982371567699
spacecraft,505.6142271273364,large,3577.246543487877,1.5764146850663943,64.70162971221266
spacecraft,445.1372163544966,large,182.69655564956034,1.5556645911235474,115.74865250473276
spacecraft,300.0,large,240.80887940456847,1.5062424766055316,38.74752752603821
spacecraft,418.7616662889856,large,496.2770996981555,1.546643692170612,163.48042031180793
spacecraft,693.7934746605071,large,4870.785107249868,1.6415634947853033,54.965040399870446
spacecraft,628.1062219810576,large,1636.9937234702782,1.618722325918961,108.7617729021863
spacecraft,619.4854576078336,large,647.0029012213326,1.6157325886284508,126.4633654658594
spacecraft,757.2820311298564,large,403.40854160234244,1.6637412756594177,174.0941873835197
spacecraft,566.7520100532332,large,1593.5186075747213,1.5974844434264337,12.356848248249053
spacecraft,793.4297271673704,large,4713.121995613139,1.6764126162551725,12.667191073320057
spacecraft,300.0,large,5986.142239603928,1.5062424766055316,23.296033701758624
spacecraft,300.0,large,4704.15136221279,1.5062424766055316,10.576088923102102
spacecraft,300.0,large,1297.6539678945426,1.5062424766055316,17.861282100689294
spacecraft,542.7388666563614,large,3678.387449790256,1.5891977368533738,137.0707625151843
spacecraft,541.7472490377788,large,3389.92363247619,1.5888558480436146,134.72340206442465
spacecraft,300.0,large,1093.381226418378,1.5062424766055316,121.65838407279355
spacecraft,436.97385569035447,large,3213.2576234860776,1.5528707107511523,151.0908603794726
spacecraft,420.55642499654425,large,1911.6731043031107,1.5472569763622614,139.93989449847854
spacecraft,526.7767970696436,large,5624.87237822709,1.5836973328852044,89.16279586310701
spacecraft,638.4722213714754,large,1158.4346055110616,1.6223197608156725,145.2732297170027
spacecraft,683.9822275007339,large,1758.4852384338546,1.6381450950395815,179.3549040942812
spacecraft,638.1379159697179,large,3901.4914033633286,1.6222037013373816,82.97234455597587
spacecraft,613.593524436869,large,745.3252912314872,1.6136902879318282,84.66429937385855
spacecraft,300.0,large,5840.9534930425125,1.5062424766055316,95.83988782450176
spacecraft,614.34210852515,large,4972.774948152711,1.6139497193293013,110.5814355554163
spacecraft,300.0,large,5459.052070547479,1.5062424766055316,36.75127174865837
spacecraft,587.4757076444417,large,3017.5465012040545,1.604647533430703,108.55442918008923
spacecraft,522.6887765374416,large,2048.1171407767497,1.5822896558759871,83.97485177011855
spacecraft,713.3478084584068,large,1713.3169364870464,1.6483836266617609,10.449210550637593
spacecraft,351.3814933759711,large,3406.3450252364164,1.5236780533157512,28.7507804604065
spacecraft,582.2970282632807,large,5723.984003563702,1.6028565358477753,105.81663302778071
spacecraft,978.8602760741729,large,1271.787928433727,1.7419155828396715,21.01445650988393
spacecraft,539.8707429159003,large,5236.184822911059,1.5882089354762707,16.32392676225376
spacecraft,515.7100338046022,large,3383.2612177902015,1.5798875462801394,164.50792852504028
spacecraft,307.1585775935937,large,1675.1564296955896,1.5086676255607159,147.55110819954274
spacecraft,300.0,large,1451.0837163259541,1.5062424766055316,149.76605176327047
spacecraft,705.1117236156227,large,1258.7631979352059,1.6455099081855957,120.77508626900644
spacecraft,517.8992283503068,large,620.6880672210464,1.5806409443544567,126.9684810480674
spacecraft,300.0,large,263.0252149239516,1.5062424766055316,97.60646105319726
spacecraft,431.3601245954769,large,4862.61270956441,1.55095040344365,95.66255011626191
spacecraft,300.0,large,2958.435435205224,1.5062424766055316,172.00016877358982
spacecraft,504.305124173524,large,2704.896530155798,1.575964552741144,172.83222139849713
spacecraft,865.0332422011535,large,3844.9890881676583,1.7016071811959346,145.9612067879133
spacecraft,802.5051938282709,large,3386.4928248188003,1.6795989921051768,173.25221058988484
spacecraft,616.0238991363606,large,5277.628109081208,1.6145326160889923,48.447545367342386
spacecraft,680.4302701128182,large,3580.913485424457,1.63690812045523,172.81846931065226
spacecraft,524.1765245928838,large,4256.584562209953,1.5828019016646382,119.30838247815956
spacecraft,442.14711133158784,large,3281.483759984863,1.5546410443150875,23.836785900598237
spacecraft,610.1459910242006,large,5276.533436238849,1.6124956805542043,167.96956073369313
spacecraft,684.2771940128837,large,991.0289535466843,1.6382478315837818,14.498391207215617
spacecraft,768.2125609975192,large,3078.3893055435497,1.6675695213642168,176.33976371189016
spacecraft,370.4315687077452,large,2787.430129735294,1.530159402781222,108.9683517704776
spacecraft,754.7550421649917,large,2855.757738578472,1.6628566551015784,155.2069186926207
spacecraft,696.6466789001904,large,4266.984538071063,1.6425580437701024,93.88798454218865
spacecraft,392.1786122756462,large,3609.484077834054,1.5375695347896188,69.69165435990922
spacecraft,721.8769085782435,large,1750.0051822004452,1.6513613446087578,20.694220779604997
spacecraft,764.148293151573,large,3144.9643469039906,1.6661457331402958,159.6989157918385
spacecraft,398.7905724925121,large,790.8506230240479,1.5398248721537253,87.22392896984542
spacecraft,462.4800109292104,large,4175.818188690289,1.5616056523491004,55.16798847190245
spacecraft,446.83114967644275,large,2365.530209262444,1.5562445433137975,154.67722958666846
spacecraft,338.9378572621192,large,593.2553393878093,1.5194493469225483,123.70510624937958
spacecraft,758.6141970975996,large,5392.617062657954,1.6642076888243522,96.74740443855252
spacecraft,463.58653753567216,large,3116.251000563189,1.5619849674600002,86.41250016993372
spacecraft,624.327329569482,large,4015.9382517045688,1.6174115546025623,141.95690575067223
spacecraft,552.6284252727218,large,4067.6037699630783,1.5926087891276606,20.65088707196977
spacecraft,405.117782641138,large,1260.3534876490326,1.5419841128782,170.390496779334
spacecraft,545.0042100537948,large,5544.657874023155,1.5899788713927108,7.279899269549571
spacecraft,536.0818559516605,large,4929.987523564451,1.58690301047048,128.4779933363394
spacecraft,484.7891912203899,large,2920.1535924925583,1.5692591233002142,19.749208307696815
spacecraft,477.45009420260664,large,5855.990360306081,1.5667399686407946,134.1561877180147
spacecraft,776.5624397127375,large,1427.372963724377,1.670495910020215,26.81752905065607
spacecraft,710.1651489614719,large,4360.576345114536,1.6472729412437257,119.8622236335946
spacecraft,300.0,large,354.05525352227124,1.5062424766055316,161.64298831089584
spacecraft,453.0914397775916,large,1711.3881301931476,1.5583885048340225,82.99097902991333
spacecraft,300.0,large,4955.592614414714,1.5062424766055316,133.6625540377701
spacecraft,553.5285404474721,large,3135.763188432092,1.5929193729375117,54.034369796581686
spacecraft,786.0772990562964,large,5380.020154999398,1.6738326746081078,8.154076472662723
spacecraft,587.4384406174402,large,3374.446487898841,1.6046346425982703,14.055697902646285
spacecraft,417.3814335190813,large,1586.1475679976102,1.5461721101208596,98.29832793328303
spacecraft,721.7533311700024,large,1998.9231106128536,1.6513181879174477,60.280417864285376
spacecraft,528.0930203973838,large,1875.3586623517913,1.5841506526008267,105.86567926508049
spacecraft,375.16853511183683,large,1041.3077238253504,1.5317724696968842,142.76892006375064
spacecraft,456.5682495041965,large,3921.5461500869833,1.5595796327153535,110.05265246000745
spacecraft,322.1818091034775,large,4363.687540724479,1.5137613512132297,173.75264350999032
spacecraft,742.0576468582673,large,3955.2512553393867,1.658414064887031,146.6080107113247
spacecraft,767.5913903386383,large,3547.836354511139,1.6673518875459157,15.565403914077775
spacecraft,488.545271387506,large,1270.1184495036807,1.5705489245515838,71.75561013770705
spacecraft,300.0,large,2487.7573510154766,1.5062424766055316,58.07568193200607
spacecraft,308.0332230968137,large,5536.4734865918645,1.5089640229606804,49.85479939250615
spacecraft,500.8066505785021,large,674.3304584542448,1.5747618201704126,95.20606056454328
spacecraft,300.0,large,1481.6913627276017,1.5062424766055316,105.44194327393652
spacecraft,640.6485888386251,large,1851.939412453833,1.6230753893186465,136.23964361479113
spacecraft,616.23495293484,large,4445.764861720534,1.6146057708011154,39.88424458086382
spacecraft,493.6977211739624,large,548.2385713804889,1.572318800004171,179.37473178260632
spacecraft,406.40517897810116,large,5479.9326423761,1.5424235766793335,13.825389160930364
spacecraft,707.9916166509286,large,1059.5532503047643,1.646514564735273,18.172571462678462
spacecraft,914.5641098542602,large,2909.0752286152933,1.7191083744934952,79.95254593919765
spacecraft,757.1922041230009,large,5426.947815817021,1.663709827318674,68.54737828446969
spacecraft,1029.5594986734316,large,3958.295066534208,1.7599701889144574,103.33903133704638
spacecraft,650.9361721999475,large,1215.3470867295812,1.6266487957082019,60.90753367141993
spacecraft,926.1977360312727,large,1392.837156907222,1.7232276394343906,11.810422727382191
spacecraft,609.4062859771924,large,2160.3620143280023,1.6122394032327472,29.374985018212204
spacecraft,973.5840005325281,large,1116.4904831675262,1.740040204959349,105.07361826172747
spacecraft,585.6972965711186,large,758.2476028760016,1.6040324115161984,109.85166018668676
spacecraft,837.4116538480048,large,5834.647894592827,1.6918733513175555,47.01451374501971
spacecraft,551.9321214176847,large,2271.281687353738,1.5923685440517639,24.42578002557933
spacecraft,589.7190847492611,large,271.32122820995085,1.6054235912518002,170.62848671923894
spacecraft,504.99608167924777,large,1227.487229585675,1.576202131701311,27.50726876462734
spacecraft,870.8911800546174,large,1289.6904519263824,1.7036739059943082,134.10370246636748
spacecraft,645.2210200468728,large,3619.330513130561,1.624663306250208,81.51746327258432
spacecraft,436.04874480967555,large,1505.212986301134,1.5525542005491482,100.06929429740723
spacecraft,411.8133313820191,large,4724.945502552901,1.544270151901105,46.84954102289992
spacecraft,646.175648492491,large,3298.6967414899113,1.6249948955537745,20.59060270498366
spacecraft,581.1882646786565,large,3615.750390036592,1.602473167043991,96.78083708961714
spacecraft,300.0,large,908.5803737596939,1.5062424766055316,125.30302474496438
spacecraft,300.0,large,4652.725799009513,1.5062424766055316,137.84633105550867
spacecraft,728.2143944673576,large,1220.280305855789,1.6535750760888237,49.37318145323958
spacecraft,711.2889601426585,large,5757.024951684967,1.6476651006888652,100.57545093565108
spacecraft,601.0409582085182,large,321.18000132744015,1.6093421070711103,170.66925830029152
spacecraft,351.21160862355975,large,5188.087133031263,1.5236202952056879,47.99273521564878
spacecraft,637.4273897239357,large,282.6776604280698,1.6219570399558054,16.490770894459224
spacecraft,612.090268385449,large,2645.420856093291,1.6131693572960861,80.91058107722336
spacecraft,836.4556150669218,large,3369.732328864629,1.6915367772604106,126.2910545947236
spacecraft,300.0,large,3252.992200291318,1.5062424766055316,174.97238243155692
spacecraft,815.99790526012,large,5797.818926588839,1.6843399793262397,119.33381801113973
spacecraft,763.0009831893968,large,628.5504422948653,1.6657438826096835,25.827533090375297
spacecraft,704.1825201974732,large,3874.000690428715,1.6451857972979853,80.37298974915846
spacecraft,986.2647798773722,large,1004.3102346099286,1.7445485448293527,28.562795787809613
spacecraft,539.9029126653703,large,836.6378024844427,1.5882200250360932,138.75202318924394
spacecraft,300.0,large,4550.384383855778,1.5062424766055316,129.99789670788346
spacecraft,300.0,large,4641.379250593815,1.5062424766055316,25.960703493979715
spacecraft,305.63150792593706,large,534.3173933656379,1.5081501830273163,76.768189144986
spacecraft,453.42081090184286,large,1194.85720289558,1.5585013318026935,79.49036142685462
spacecraft,300.0,large,1925.3714416559635,1.5062424766055316,126.98071736201834
spacecraft,601.0316108358624,large,1166.2906523297283,1.6093388706195202,72.658693172383
spacecraft,584.5692528091752,large,1532.2666645912698,1.6036422812590503,160.9013415359022
spacecraft,623.0187063913585,large,1038.1869110042073,1.6169577195298832,117.28142003806468
spacecraft,422.4799266088117,large,2863.202616214598,1.5479143430581608,125.12405559284043
spacecraft,300.0,large,5705.264615900826,1.5062424766055316,160.1180487519543
spacecraft,397.0006251665527,large,1259.0177454314917,1.5392142129638713,33.222540872903885
spacecraft,671.6975515509379,large,5695.910168718778,1.6338682624282121,19.870551350297973
spacecraft,929.3033820799792,large,1662.24180477997,1.7243278503673478,64.92979427511952
spacecraft,831.63778190878,large,909.2990079898709,1.6898409957605087,170.56175546307188
spacecraft,560.3301949941222,large,5369.413786360674,1.5952669293136699,149.2717208453217
spacecraft,572.3633524539473,large,397.9753374243305,1.599422933983003,3.40111816804199
spacecraft,446.4389657928533,large,2828.4006876526664,1.5561102648523129,142.66352457678462
spacecraft,469.79932506214647,large,2235.656948443213,1.5641152687632731,123.46016291426741
spacecraft,497.89719372111017,large,3325.1490977906374,1.573761817519055,142.27679790926638
spacecraft,426.9220191732869,large,1171.9007093092337,1.5494328069576757,14.912712257363559
spacecraft,300.0,large,2251.146131773703,1.5062424766055316,171.8713932528855
spacecraft,510.8759196631626,large,2234.92502320535,1.5782243392601591,166.0809719109983
spacecraft,516.9521096792871,large,3811.608281031266,1.580314984492606,13.985321111067169
spacecraft,776.6161827713786,large,5076.854116714242,1.6705147509318898,169.24159303894243
spacecraft,530.0533538593156,large,2481.169879065995,1.5848258900804864,94.70046817248965
spacecraft,993.9334624478245,large,1880.9508194471787,1.7472768429770673,45.54168809127784
spacecraft,660.9031138287393,large,2848.4699296474996,1.6301133242065946,36.839543969214446
spacecraft,686.5721486887462,large,4516.198890824667,1.639047235379493,85.06567395698374
spacecraft,441.42213925002613,large,5070.055368816922,1.55439291198665,70.01359961524791
spacecraft,683.9809514550695,large,3140.1661762776453,1.6381446505988055,39.191371663423574
spacecraft,300.0,large,4388.281511664211,1.5062424766055316,66.41755457675616
spacecraft,781.0254406646345,large,2145.664700432628,1.6720607627766482,80.50431538928501
spacecraft,776.869031734676,large,507.2597170969656,1.670603394120258,0.9846420428478786
spacecraft,300.0,large,965.8062364955067,1.5062424766055316,166.34288552735333
spacecraft,947.5428406758299,large,3456.608335475249,1.7307941109862195,147.0364914515016
spacecraft,542.6313759802385,large,3249.478902000694,1.5891606751537886,174.52910965730072
spacecraft,773.1099583599544,large,931.6221304177369,1.669285708740798,28.71124859407399
spacecraft,531.9167536160966,large,3158.084357101102,1.5854678276301544,81.28040069803562
spacecraft,669.4095547197913,large,3888.712851804575,1.6330721225093359,78.60764029648452
spacecraft,613.9301131603509,large,5312.656952175146,1.6138069353421132,23.935288252163947
spacecraft,1172.5755904940806,large,991.0263556815389,1.8112331138076156,94.69380532970877
spacecraft,637.8030901001916,large,3563.306729217308,1.6220874639445628,57.19039316501939
spacecraft,457.0225866258629,large,3170.18879323905,1.5597353074775644,53.6305579412262
spacecraft,354.1080843168059,large,3200.6130234239467,1.5246051506574514,53.918955170999666
spacecraft,436.7014323751562,large,899.1494360393491,1.5527775037344906,145.31943580253338
spacecraft,783.5100422086045,large,1030.0074117123418,1.6729321450671653,73.26730165985492
spacecraft,510.6219709386774,large,1136.1016880214352,1.5781369827678635,172.62409065819745
spacecraft,586.7160992039318,large,2996.4776334638827,1.6043847882700752,101.81144514301516
spacecraft,722.7278475314096,large,1508.9019857396218,1.6516585265260177,45.1441081199472
spacecraft,824.6860307438969,large,2736.914207571059,1.6873951170138404,38.15613187867756
